ID.format,ID.completed,ID.case,ID.interviewer,ID.date,ID.start,ID.endDate,ID.end,ID.time,ID.name,Q1,Q2,Q3a,Q3b,Q3c,Q4,Q5:1,Q5:2,Q5:3,Q5:4,Q5:5,Q6,Q7,Q8,Q9,Q10:1,Q10:2,Q10:3,Q11,Q12,Q13,Q14,Q15,Q16:1,Q16:2,Q16:3,Q16:4,Q17,Q18a,Q19,Q20a,Q20b,Q20c,Q20d,Q21a,Q21b,Q21c,Q21d,Q22,Q23,Q24,Q25,Q26,Q27a,Q28a,Q29,Q30,Q31,NewNetEasy,Q32,Q33:1,Q33:2,Q33:3,Q33:4,Q33:5,Q34a,Q35,OverallSat,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47:1,Q47:2,Q47:3,Q47:4,Q47:5,Q47:6,Q47:7,Q47:8,Q48
Web: Snap WebHost,completed,f2c29124-1dc7-43b8-9a4d-3911277aa807,,17/02/2022,09:24:32,17/02/2022,09:42:07,17.58,ARJE6829OT740,Yes,No,Very poor,Very poor,Very poor,We had several issues with completing the form - for example we had to delay completion due to needing to create a new candidate data protection policy which took some time.,Completion of the on-boarding form,Communications from NHS Jobs,,Other (Please type in the box below),,"Lack of support and training, not knowing the differences in the new system.",No,"As above, we were not given any training in the new system which made everything difficult and took much longer.",Yes,Email,Telephone,,,Five times or more,No,"We raised several issues and queries.  We have been told that when we go back to using the new NHS Jobs system, we will be given training to support us.",Yes,,,,,,Very difficult,"Although the person we spoke to was helpful and tried his best to support us, he was also new to the system and so did not know the answers.  He said he would pass them on but we have still not received any satisfactory answers, apart from training promised when we move back onto the system.",Completely satisfied 10,Completely dissatisfied 1,Completely dissatisfied 1,2,Very poor,Very poor,Very poor,Very poor,"No, there were not enough communications","No, I had to contact the support team for further information/advice","We need more information about how the system works and the variations from the old system. We also need guidance on what the system tells candidates, for example what messages are generated for candidates at the various different stages of the process.  We need to be able to amend job adverts after they are published as sometimes details can vary.  I felt that there was little or not HR/Recruitment input or expertise involved in designing the system.","Clearer, better and more  user-friendly communications. A package of training and support On line guidance documents and tools to support use of the system. A dedicated contact who supports us throughout who is knowledgeable about the system.","Overall, at the moment, I have little faith in the new system. We reverted back to using the ""old"" NHS Jobs system until we receive assurances that various issues with the system have been or will be resolved. So far that has not happened.  My most recent e-mail from the consultant we were in contact with was quite threatening, saying we have to move to the new system, which I did not appreciate.",Completely dissatisfied1,Very difficult,The ability to advertise in several different areas on the same advert.,As above.,Make clear what communications candidates receive.  Enable us to shortlist without candidates seeing this.  Make it easier to set up and invite to interviews.  Overall improve the training for the users.,Extremely difficult,"It is not clear how the system operates.  In comparison to the old system, it is not user-friendly.     Involve HR or recruitment experts in the process of upgrading it so that it becomes easier to use.",,,,,None of the above,,,2,As above.,Other organisation type (please type in the box below),Healthcare provider on behalf of the NHS,South East,,HR Manager or equivalent,,At least once per day,7 to 11 months,5,NHS Jobs solely,,,,,,,,,
Web: Snap WebHost,completed,d01eec8a-65cd-47bc-bc1b-8f3370330788,,17/02/2022,09:44:57,17/02/2022,09:48:39,3.7,ARJE1728WH881,Yes,No,Fair,Fair,Fair,,,,"Technical issues (e.g. internet service, firewalls, web browser compatibility)",,,,Yes,,No,,,,,,,,,,,,,,,,,,,,Fair,Fair,Fair,Fair,Yes,Yes,,,,5,Neither easy nor difficult,,,,Neither easy nor difficult,,,,,,None of the above,,,7,,Hospice,,South West,,Reviewer/Shortlister,,Monthly,2 to 3 months,6,NHS Jobs solely,,,,,,,,,
Web: Snap WebHost,completed,20297af5-9216-4199-9242-cd54065d751d,,11/02/2022,09:39:04,17/02/2022,09:51:13,8652.15,ARJE9962LU764,Yes,No,Poor,Poor,Poor,I don't find the website easy to navigate,Completion of the on-boarding form,,,,,,No,When I went to find my vacancies I couldn't find them and struggled for about 20 minutes before I sent an email,Yes,Email,,,,Twice,"Yes, fully",,Yes,,,,,,Very easy,All i had to do was send an email,9,,9,9,Good,Good,Good,Good,Yes,Yes,,Its too clunky and needs to be easier to navigate,Just make it more simpler,8,Fairly difficult,,,,Fairly difficult,I find it too clunky and time consuming,,,,,None of the above,,,3,,Other NHS organisation,,East of England,,HR Manager or equivalent,,Weekly,1 month,10,A combination of NHS Jobs and another system,,Trac,,,,,,,
Web: Snap WebHost,completed,039c0504-44d5-4895-9b2e-aa283c866571,,17/02/2022,09:55:27,17/02/2022,09:59:12,3.75,ARJE3020KN741,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,its easy to navigate,As above,We cant see the interested parties that have applied like last site,Fairly easy,,,User guides,,,,Useful,"Just very busy , litterally site should be straight forward to add vacanices and we should be able to review prior to closing date",5,As advised in my last page,GP practice,,North East and Yorkshire,,HR Manager or equivalent,,Quarterly,12 months or more,5,NHS Jobs solely,,,,,,,,,
Web: Snap WebHost,completed,4eb1f03b-5a23-4dad-bcdf-7ec21b578840,,17/02/2022,09:43:20,17/02/2022,10:02:32,19.2,ARJE4655IU865,Yes,No,Fair,Fair,Fair,New beta version not as user friendly.,,,"Technical issues (e.g. internet service, firewalls, web browser compatibility)",,,,Yes,,No,,,,,,,,,,,,,,,,,,,,Good,Good,Good,Good,Yes,Yes,,Nothing,No,7,Fairly easy,Getting jobs on easily - which isn't great.,I am unsure as it is not as good as the previous nhs jobs service.,It is a lot harder to add jobs on and amend / close / view applications than the old service. I really don't like it.,Fairly difficult,"Much more difficult to navigate, complicated adding / amending / viewing applications. Can't see the applications until you close a job and you might want to close early if a lot of suitable candidates. Just not good overall.",,,,,None of the above,,,3,Just not as good as the old version.,GP practice,,North West,,NHS Jobs Super User,,Less frequently than quarterly,12 months or more,6,NHS Jobs solely,,,,,,,,,
Web: Snap WebHost,completed,ca9d60c6-71b6-462b-a3a2-ac0cf0e5e061,,17/02/2022,09:58:59,17/02/2022,10:04:28,5.48,ARJE4330MM858,Yes,No,Good,Good,Good,,,,"Technical issues (e.g. internet service, firewalls, web browser compatibility)",,,,Yes,,Yes,Email,,,,Once,"Yes, fully",,Yes,,,,,,Fairly easy,,8,,8,8,Good,Good,Good,Good,Yes,Yes,,More details as to what to do next,No,8,Neither easy nor difficult,,,,Fairly easy,,Frequently asked questions (FAQs),,,,,Very useful,,8,,Other NHS organisation,,Wales,,Recruitment Officer,,Weekly,4 to 6 months,,A combination of NHS Jobs and another system,,Trac,,,,,,,
Web: Snap WebHost,completed,7346119d-a6d3-4c06-bf28-9beaea4f0bc2,,17/02/2022,10:07:45,17/02/2022,10:12:26,4.68,ARJE3234PC235,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,Fairly easy,,,,,,None of the above,,,5,Did not use new NHS Jobs service as part of on-boarding experience.,NHS Trust/Health Board,,London,,Recruitment Officer,,Less frequently than quarterly,1 month,0,Not sure,,,,,,,,,
Web: Snap WebHost,completed,d5dfc9ca-e142-49df-9298-b3e6bf38bef2,,17/02/2022,10:12:56,17/02/2022,10:16:15,3.32,ARJE7426TK328,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All on line,Ease of action - feel in control,No access to references when received,Very easy,,,,,,None of the above,,,8,Good access but not perfect - yet!,NHS Trust/Health Board,,North West,,Hiring/Recruiting Manager,,Quarterly,2 to 3 months,2,NHS Jobs solely,,,,,,,,,
Web: Snap WebHost,completed,6ab337ad-9b29-47d8-861d-8a884ac7212c,,17/02/2022,10:14:26,17/02/2022,10:17:41,3.25,ARJE1765JV501,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No longer need to import application into Trac Application System,Quicker publishing times,Word count restrictions too low,Very easy,,,,,,None of the above,,,8,"Easier to use, but word count sometimes causes extra work",NHS Trust/Health Board,,Midlands,,Recruitment Officer,,At least once per day,2 to 3 months,350,A combination of NHS Jobs and another system,,Trac,,,,,,,
Web: Snap WebHost,completed,08b9550a-5d35-4788-a803-cc7d782ad2a8,,17/02/2022,10:24:18,17/02/2022,10:34:27,10.15,ARJE2227XV578,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The word count limit is very frustrating and makes it very difficult when posting an advert. Also difficult to download applications with the applicants details on as you can only do this once and if you miss it you cannot go back in and download after shortlisting. Also frustrating is you cannot see applicants details before the closing date, ie. if they are residing in the UK or their contact details. Posting an advert on NHS Jobs is very long winded and very off-putting.",Very difficult,,Frequently asked questions (FAQs),User guides,Videos,,,Not very useful,They are not very relevant and seem very outdated.,3,,Other organisation type (please type in the box below),Mental Health Rehabilitation,Midlands,,Recruitment Team Manager,,Weekly,4 to 6 months,25,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),Indeed
Web: Snap WebHost,completed,dc2345e1-a014-457b-b6ef-815e60b398e7,,17/02/2022,10:31:38,17/02/2022,10:35:48,4.17,ARJE3274DK910,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairly easy,,,,,,None of the above,,,7,,NHS Trust/Health Board,,,,Recruitment Officer,,At least once per day,7 to 11 months,40,A combination of NHS Jobs and another system,,Trac,,,,,,,
Web: Snap WebHost,completed,98c3ca3e-101e-4195-9fd5-cadd9187affe,,17/02/2022,10:37:47,17/02/2022,10:44:40,6.88,ARJE1442PM334,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I think the ability to enter all date from the job description is the most important feature- sadly this is missing on the new service and there is a character limit so when adding jobs I have to miss parts out and state in the text refer to the attached job description for full details.,"None- I find it incredibly clunky. The ability to easily copy a job is no longer available. Entering all of the data form the job description is time consuming. Feedback from applicants re the system is that it is difficult to apply for jobs too, we have seen a huge reduction in the number of applicants for jobs since the new system was introduced. We have decided this week that we will start advertising on other platforms like Indeed etc as we are not qetting enough applicants for jobs via NHS jobs anymore.",Everything! The old system was actually better.,Very difficult,Clunky and time consuming for employers and applicants.,Frequently asked questions (FAQs),,,,,Not very useful,,Completely dissatisfied 1,,GP practice,,North East and Yorkshire,,HR Manager or equivalent,,Monthly,12 months or more,10,NHS Jobs solely,,,,,,,,,
Web: Snap WebHost,completed,2da0fdbf-5833-4428-8f3a-cc766805a0ba,,17/02/2022,10:24:58,17/02/2022,11:16:44,51.77,ARJE4518HU585,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,we only use as an advertising board as we currently use TRAC,as we use TRAC not downloaded applicants across is a time saving,the restrictions of number of words in adverts and job titles,Extremely easy,,,User guides,,,,Very useful,,7,the limit on wording for adverts and job titles can be very frustrating and time consuming having to re word adverts to fit.,NHS Trust/Health Board,,North East and Yorkshire,,NHS Jobs Super User,,At least once per day,4 to 6 months,522,A combination of NHS Jobs and another system,,Trac,,,,,,,
Web: Snap WebHost,completed,9e13dab8-0170-4f26-99bd-ab31a6f11f47,,17/02/2022,11:03:41,17/02/2022,11:39:24,35.72,ARJE2479WO575,Yes,No,Good,Fair,Good,,,,,,None,,Yes,,No,,,,,,,,,,,,,,,,,,,,Good,Good,Fair,Fair,"No, there were not enough communications",Yes,,,,8,Fairly easy,N/A,N/A,Being able to score candidates without needing to close the role. We have ongoing recruitment campaigns so when we want to score candidates we need to close the role and reuse the advert. We need to close the role to get contact details for candidates.  We have also had a reduction in applicants on the new system compared to the old. I don't think many candidates realize the old site is no longer in use and they need to sign up on the new site.  It takes a lot longer to post a job also.,Neither easy nor difficult,,,,,,None of the above,,,3,"The old site was easier to use, we could download applications on open campaigns and had access to contact details without the need to shortlist. We sometimes have to contact candidates to confirm parts of the application but cant do this unless we shortlist them.",Other organisation type (please type in the box below),Charity & Not for Profit,North East and Yorkshire,,HR Manager or equivalent,,Weekly,2 to 3 months,50,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),Vacancy Filler
Web: Snap WebHost,completed,d17a96f6-e149-4f94-8854-3a12b8b88366,,17/02/2022,11:55:11,17/02/2022,12:02:38,7.45,ARJE6591ZS206,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Difficult to comment as not used extensively prior to the update. Simplicity, clear guidance.",Shortlisting functionality,"Don't feel I have the experience of the system to comment.  Probably the ability, when shortlisting, to save and return to the screen for review.  I got caught out as I had to leave the screen part way through scoring and it saved and committed the score.",Very easy,,,,,,None of the above,,,9,I haven't used extensively (just for shortlisting) but with what I have experienced I am happy.,Clinical Commissioning Group (CCG),,North East and Yorkshire,,Reviewer/Shortlister,,Less frequently than quarterly,2 to 3 months,2,Not sure,,,,,,,,,
Web: Snap WebHost,completed,90712723-fcd8-4751-9f57-2b4b72b458cf,,17/02/2022,12:35:55,17/02/2022,12:42:09,6.23,ARJE1495ZJ462,Yes,No,Fair,Fair,Fair,,,,,,None,,Yes,,No,,,,,,,,,,,,,,,,,,,,Fair,Fair,Fair,Fair,Yes,Yes,,,,8,Fairly easy,,,,Fairly easy,,,User guides,,,,Useful,,7,,NHS Trust/Health Board,,North West,,Recruitment Officer,,At least once per day,12 months or more,,A combination of NHS Jobs and another system,,Trac,,,,,,,
